total KP 
5116
x,y,time[s]
0.507922,0.670130,0.055466
0.550098,0.237452,0.062918
0.580870,0.253356,0.063345
0.551055,0.470253,0.075573
0.810936,0.575587,0.053789
0.782007,0.633106,0.060680
0.697409,0.652390,0.061834
0.806109,0.575875,0.066273
0.563789,0.595046,0.067413
0.541132,0.605951,0.062954
0.818841,0.557351,0.068351
0.811947,0.559551,0.076427
0.812429,0.574661,0.063506
0.814882,0.578947,0.066864
0.818065,0.603133,0.048971
0.818996,0.571809,0.053277
0.613665,0.205562,0.039626
0.808485,0.603593,0.054865
0.288263,0.751127,0.078635
0.806672,0.607294,0.007619
0.280749,0.710247,0.052188
0.812278,0.582691,0.054091
0.806482,0.589169,0.075351
0.815920,0.295034,0.055728
0.562728,0.554900,0.059056
0.680191,0.614094,0.014014
0.744102,0.565905,0.051536
0.800259,0.587855,0.054087
0.585202,0.636364,0.079242
0.794753,0.580848,0.069973
0.760490,0.658206,0.010491
0.803184,0.603198,0.054745
0.654182,0.624257,0.059407
0.833123,0.596713,0.002857
0.794964,0.578443,0.051378
0.788354,0.608361,0.051866
0.817865,0.598851,0.063300
0.710155,0.616059,0.066771
0.377797,0.734127,0.054597
0.784473,0.567944,0.067338
0.833144,0.589426,0.069721
0.719802,0.550711,0.053235
0.810669,0.583333,0.053886
0.803442,0.416894,0.055101
0.560647,0.591784,0.043993
0.817686,0.610561,0.056231
0.561017,0.620635,0.068576
0.818182,0.549296,0.049661
0.546720,0.565217,0.053552
0.834437,0.569522,0.056612
0.825806,0.591026,0.048224
0.738758,0.486373,0.053356
0.832915,0.553411,0.064765
0.540724,0.564706,0.044962
0.520291,0.613189,0.045846
0.795455,0.610458,0.074286
0.726804,0.603015,0.041327
0.712625,0.431856,0.045550
0.814286,0.576380,0.062347
0.800712,0.568534,0.000923
0.534418,0.580189,0.047180
0.550082,0.572308,0.053176
0.831683,0.591991,0.076428
0.800292,0.573082,0.077129
0.561547,0.239688,0.044943
0.568539,0.577991,0.048607
0.812500,0.574713,0.048901
0.812283,0.554259,0.056292
0.813212,0.608844,0.062157
0.780083,0.610169,0.005689
0.799454,0.585034,0.050155
0.576871,0.595162,0.059366
0.569343,0.388925,0.069954
0.573935,0.729634,0.003094
0.426471,0.684258,0.054412
0.575527,0.583667,0.070827
0.395978,0.475619,0.067181
0.586648,0.544218,0.072170
0.765957,0.566667,0.049492
0.771681,0.596872,0.049703
0.825455,0.593976,0.053076
0.843385,0.599214,0.056694
0.810638,0.588235,0.057866
0.810193,0.605079,0.051153
0.805556,0.585415,0.060665
0.732446,0.569767,0.063254
0.523504,0.586927,0.071728
0.813893,0.601840,0.058718
0.612245,0.562387,0.065243
0.560086,0.558704,0.047294
0.465629,0.701546,0.047503
0.761787,0.576985,0.010086
0.366925,0.632414,0.020998
0.831337,0.579317,0.001954
0.503817,0.511278,0.034092
0.370697,0.695864,0.044767
0.556413,0.660987,0.055705
0.817427,0.579809,0.001529
0.563987,0.576543,0.052621
0.551598,0.562879,0.053426
0.560295,0.602475,0.055235
0.256075,0.685185,0.074605
0.385081,0.373585,0.046404
0.397683,0.431034,0.006642
0.842213,0.597523,0.066953
0.540897,0.587539,0.049909
0.844523,0.579323,0.078708
0.813793,0.322449,0.051076
0.765169,0.565746,0.051521
0.509368,0.644809,0.052106
0.816864,0.585806,0.063462
0.552129,0.588483,0.071541
0.807623,0.598397,0.052969
0.687732,0.597173,0.068081
0.611732,0.536076,0.073457
0.584142,0.599374,0.045472
0.817265,0.595051,0.049638
0.797802,0.588889,0.057603
0.691589,0.585586,0.059972
0.588108,0.311181,0.045393
0.810626,0.557659,0.070387
0.588480,0.603974,0.076548
0.812232,0.579224,0.060912
0.547368,0.574610,0.002648
0.800185,0.602160,0.055114
0.820225,0.598780,0.053373
0.787007,0.576803,0.057895
0.812088,0.602210,0.068059
0.544542,0.572804,0.050505
0.820955,0.552878,0.051178
0.830380,0.587342,0.053558
0.600000,0.767123,0.066790
0.830631,0.576854,0.071754
0.804290,0.568602,0.056849
0.809659,0.582488,0.061114
0.814379,0.547588,0.001407
0.551282,0.567829,0.054197
0.815848,0.593647,0.059529
0.828921,0.592518,0.071831
0.849949,0.576220,0.051693
0.828436,0.590781,0.061128
0.834805,0.579214,0.049729
0.815543,0.600554,0.048933
0.834337,0.569892,0.054865
0.835947,0.588739,0.070614
0.472107,0.681648,0.011906
0.829365,0.572973,0.044821
0.649664,0.680297,0.049265
0.813953,0.594851,0.059689
0.541431,0.644385,0.064900
0.554667,0.540127,0.072745
0.729690,0.724309,0.036406
0.380597,0.595789,0.049276
0.837736,0.579874,0.070438
0.306627,0.574181,0.051445
0.564878,0.564695,0.061382
0.568928,0.584711,0.061606
0.544304,0.638225,0.073025
0.832341,0.580321,0.078743
0.814496,0.561212,0.050522
0.564794,0.563715,0.073198
0.585950,0.594595,0.001678
0.535581,0.591017,0.054385
0.816697,0.575972,0.062810
0.573298,0.584810,0.002107
0.525538,0.515345,0.047292
0.838350,0.588235,0.055104
0.506543,0.505543,0.063333
0.823228,0.599149,0.074889
0.406602,0.481858,0.040435
0.805302,0.599672,0.048626
0.610778,0.582709,0.077768
0.667436,0.341573,0.051690
0.825696,0.568450,0.059341
0.806782,0.578783,0.017561
0.842333,0.559913,0.055807
0.839109,0.611940,0.058061
0.768541,0.605963,0.079163
0.617550,0.778302,0.008843
0.551758,0.544860,0.056955
0.813714,0.580205,0.060353
0.596476,0.575214,0.061130
0.833481,0.566636,0.058167
0.819095,0.584653,0.059498
0.835234,0.574359,0.059360
0.547977,0.563181,0.039257
0.811780,0.585987,0.057934
0.588006,0.335872,0.075911
0.735450,0.576494,0.054556
0.668766,0.799304,0.071328
0.827301,0.566154,0.049894
0.577188,0.287409,0.050506
0.825726,0.596254,0.054530
0.820707,0.590164,0.056473
0.819495,0.571773,0.061753
0.812950,0.569767,0.051707
0.294320,0.412671,0.055953
0.799335,0.559824,0.051807
0.819202,0.558025,0.059808
0.555556,0.708461,0.063054
0.754545,0.570973,0.065845
0.748066,0.574015,0.011995
0.575301,0.684260,0.065299
0.604938,0.570470,0.068249
0.819882,0.609709,0.052509
0.827821,0.570862,0.059087
0.842338,0.587711,0.078661
0.801825,0.598456,0.048772
0.373656,0.275237,0.054734
0.816483,0.574830,0.064178
0.832317,0.582909,0.049686
0.825566,0.591398,0.057957
0.746146,0.563564,0.062269
0.811905,0.563446,0.075028
0.688338,0.251236,0.002641
0.843373,0.617612,0.003333
0.550000,0.795139,0.042839
0.828596,0.565972,0.066622
0.824234,0.568151,0.068479
0.832930,0.593564,0.005321
0.825944,0.591319,0.051968
0.801716,0.293621,0.050112
0.784962,0.557522,0.054150
0.813648,0.606957,0.067387
0.771981,0.595398,0.047034
0.556059,0.624740,0.060666
0.523438,0.662727,0.071472
0.821459,0.598305,0.048305
0.810891,0.574510,0.055768
0.827715,0.581681,0.068031
0.806909,0.564572,0.056230
0.571677,0.641278,0.044860
0.837267,0.583127,0.005974
0.826129,0.608696,0.048434
0.706468,0.650652,0.050311
0.414532,0.471396,0.060312
0.565292,0.624601,0.072886
0.825553,0.593137,0.006671
0.677376,0.609911,0.048891
0.809040,0.549376,0.052301
0.780925,0.524263,0.063332
0.742690,0.395588,0.058989
0.770467,0.589271,0.049791
0.835731,0.561692,0.050389
0.830890,0.590954,0.051834
0.827068,0.593476,0.058726
0.757414,0.553160,0.045297
0.809228,0.592070,0.049696
0.544431,0.584217,0.053394
0.529675,0.560782,0.069741
0.802995,0.573581,0.078126
0.812500,0.582951,0.049049
0.522796,0.244335,0.053728
0.825243,0.578947,0.069854
0.725869,0.653563,0.072024
0.824468,0.546425,0.048565
0.550515,0.580392,0.051072
0.830334,0.562874,0.049088
0.690751,0.574606,0.049109
0.435860,0.356841,0.051246
0.824214,0.597477,0.053140
0.711720,0.598547,0.047437
0.722689,0.571429,0.056222
0.825095,0.578145,0.010147
0.812781,0.594982,0.055348
0.741083,0.596401,0.005813
0.303252,0.542545,0.053467
0.818631,0.607114,0.051771
0.594249,0.575648,0.047948
0.828352,0.557545,0.058797
0.540284,0.556357,0.047071
0.814855,0.598281,0.052132
0.799736,0.613666,0.056878
0.764885,0.543807,0.050756
0.543603,0.571601,0.059409
0.794279,0.590466,0.047707
0.561118,0.586592,0.053613
0.582996,0.570881,0.079763
0.619718,0.745174,0.040427
0.597877,0.318391,0.056340
0.821705,0.574904,0.066045
0.592980,0.596594,0.044724
0.809235,0.598549,0.058138
0.813605,0.558459,0.007075
0.562419,0.604824,0.048108
0.736355,0.574354,0.050717
0.807799,0.560329,0.056120
0.811881,0.575293,0.070388
0.810204,0.582748,0.018261
0.765644,0.579952,0.047536
0.849359,0.566449,0.051353
0.487941,0.444444,0.053255
0.811138,0.562648,0.056389
0.754058,0.558380,0.047316
0.692235,0.572207,0.075673
0.833034,0.604148,0.010864
0.855194,0.580338,0.057725
0.846409,0.559910,0.071161
0.550205,0.559961,0.073285
0.561321,0.600000,0.053205
0.818792,0.569149,0.050875
0.810094,0.603242,0.056447
0.473743,0.181722,0.057838
0.616573,0.667546,0.063026
0.834086,0.568337,0.002108
0.819942,0.562560,0.047472
0.733751,0.590214,0.050863
0.691995,0.568855,0.052915
0.370171,0.841745,0.057107
0.812676,0.582386,0.004524
0.705882,0.578842,0.045652
0.527490,0.613929,0.045810
0.819395,0.591031,0.051074
0.770867,0.584996,0.051968
0.500596,0.604333,0.059697
0.560794,0.569905,0.045598
0.824444,0.623773,0.055458
0.535480,0.481033,0.064773
0.844156,0.574974,0.050375
0.519051,0.594504,0.056155
0.528587,0.558974,0.044013
0.551748,0.660092,0.066159
0.517827,0.327074,0.044763
0.805254,0.567446,0.053381
0.823325,0.582180,0.069463
0.555755,0.554386,0.060717
0.767169,0.569748,0.076786
0.382129,0.764235,0.006589
0.720679,0.614706,0.039373
0.816387,0.566600,0.053564
0.833705,0.580537,0.060756
0.801564,0.602119,0.003615
0.782359,0.579190,0.053308
0.708391,0.584000,0.054151
0.817869,0.598645,0.059018
0.527722,0.588310,0.046851
0.841866,0.584181,0.058714
0.519874,0.625366,0.061027
0.813517,0.596754,0.052078
0.798271,0.314286,0.069585
0.831695,0.582814,0.070459
0.791084,0.509888,0.045513
0.838847,0.590181,0.066073
0.608453,0.568165,0.043188
0.516871,0.487161,0.046770
0.203747,0.317035,0.001854
0.812449,0.591020,0.053841
0.829721,0.580943,0.073183
0.548726,0.202586,0.055913
0.821604,0.599838,0.051918
0.758735,0.608974,0.057938
0.523490,0.592683,0.046745
0.837364,0.572635,0.070462
0.744843,0.620545,0.056051
0.747107,0.707838,0.062038
0.805970,0.595855,0.067508
0.540810,0.541748,0.050956
0.609718,0.306107,0.073316
0.537138,0.613656,0.051116
0.805452,0.606250,0.077321
0.558236,0.385185,0.051674
0.791707,0.365571,0.063321
0.820153,0.583750,0.075039
0.444208,0.574642,0.056776
0.551435,0.386286,0.064164
0.809392,0.587534,0.002545
0.551817,0.594839,0.047542
0.814950,0.598926,0.051356
0.827292,0.577167,0.065993
0.823183,0.584403,0.067016
0.696970,0.595488,0.066313
0.810968,0.577236,0.061652
0.852492,0.575693,0.065407
0.830334,0.574713,0.003834
0.800801,0.582090,0.044961
0.705755,0.580844,0.046401
0.639589,0.671111,0.057683
0.550599,0.587421,0.073997
0.820051,0.597964,0.048511
0.816327,0.572571,0.050591
0.705167,0.606725,0.053463
0.842161,0.595059,0.066196
0.566298,0.643678,0.004260
0.727924,0.574074,0.046574
0.820237,0.572193,0.064250
0.706618,0.556962,0.067496
0.783351,0.595163,0.062240
0.326992,0.726058,0.054733
0.576642,0.642912,0.068909
0.405000,0.169041,0.056750
0.512746,0.431907,0.057775
0.811231,0.545346,0.009454
0.847380,0.567319,0.051948
0.566038,0.531811,0.057307
0.835603,0.590385,0.058297
0.834951,0.598258,0.059261
0.560768,0.564050,0.047752
0.799413,0.560039,0.003266
0.825967,0.598886,0.073001
0.746714,0.600000,0.013191
0.797393,0.598583,0.050274
0.808835,0.573218,0.052082
0.426491,0.629156,0.057484
0.704040,0.570320,0.068760
0.817352,0.575342,0.052966
0.828402,0.578947,0.055458
0.828210,0.570391,0.055770
0.448763,0.600902,0.050031
0.834611,0.576708,0.060071
0.549388,0.553208,0.078665
0.585366,0.547028,0.047812
0.836214,0.601467,0.049654
0.814677,0.584337,0.057229
0.756098,0.569364,0.057898
0.726569,0.590977,0.048370
0.439353,0.401028,0.064187
0.322308,0.392911,0.061345
0.827586,0.568000,0.068885
0.824324,0.612946,0.051029
0.783784,0.571637,0.051503
0.834577,0.588308,0.055217
0.802239,0.565056,0.055465
0.665919,0.418699,0.066350
0.292145,0.210069,0.078334
0.333572,0.672727,0.021871
0.551188,0.292234,0.050478
0.821235,0.579583,0.053899
0.765414,0.596491,0.048277
0.605760,0.542584,0.064860
0.382671,0.809764,0.003804
0.810143,0.578205,0.050257
0.755676,0.564516,0.052412
0.806370,0.597561,0.048178
0.747801,0.580508,0.059953
0.843069,0.561450,0.071584
0.711656,0.563768,0.059658
0.454628,0.646465,0.061475
0.508754,0.668616,0.067908
0.657963,0.541772,0.050392
0.452878,0.586047,0.056141
0.637536,0.741083,0.077047
0.410345,0.412875,0.064490
0.777778,0.560606,0.050303
0.839168,0.575298,0.069299
0.587509,0.567680,0.046403
0.712471,0.608154,0.049476
0.722013,0.612121,0.045371
0.815433,0.576763,0.054258
0.521612,0.594726,0.048542
0.838645,0.557426,0.051734
0.821495,0.590781,0.065559
0.564612,0.264169,0.066137
0.814745,0.575814,0.050062
0.835466,0.610401,0.050630
0.822738,0.581114,0.053368
0.851351,0.572562,0.054597
0.756168,0.701117,0.047255
0.534647,0.670869,0.057343
0.815609,0.608475,0.059194
0.417068,0.609663,0.062089
0.455967,0.588015,0.049835
0.828203,0.591226,0.060412
0.808303,0.587455,0.071442
0.583169,0.615433,0.042595
0.812500,0.594937,0.050848
0.819820,0.571144,0.057290
0.521231,0.477286,0.070885
0.834821,0.568807,0.007667
0.585185,0.737673,0.014512
0.550058,0.526846,0.061723
0.809896,0.586340,0.075855
0.823163,0.585821,0.076345
0.816346,0.567541,0.078876
0.813592,0.576775,0.049826
0.441253,0.818474,0.040370
0.644771,0.225726,0.059922
0.839552,0.551940,0.001513
0.305696,0.433761,0.046965
0.810056,0.590056,0.048032
0.849624,0.590618,0.051006
0.825255,0.602564,0.078519
0.839326,0.579365,0.053280
0.736842,0.695135,0.048488
0.768571,0.595506,0.054262
0.657487,0.610465,0.061793
0.534733,0.580000,0.040999
0.829593,0.587542,0.051810
0.792146,0.659112,0.069331
0.810778,0.289988,0.051450
0.811441,0.596639,0.054400
0.728015,0.700781,0.077997
0.845225,0.575461,0.079702
0.569502,0.560636,0.046460
0.565724,0.601261,0.061489
0.607330,0.320306,0.076466
0.810427,0.585275,0.051423
0.833869,0.528587,0.060534
0.819378,0.574163,0.075059
0.752170,0.575077,0.051456
0.704966,0.585544,0.054652
0.548387,0.562222,0.064364
0.724954,0.608156,0.046049
0.710983,0.564893,0.054233
0.804665,0.612214,0.054461
0.820690,0.601071,0.013801
0.840212,0.559829,0.050598
0.832117,0.581197,0.069658
0.520833,0.588699,0.044412
0.807574,0.579158,0.050699
0.708999,0.592567,0.078208
0.764493,0.389286,0.038330
0.830012,0.588439,0.008920
0.582133,0.182825,0.045351
0.643154,0.311039,0.046177
0.836810,0.573366,0.057779
0.521355,0.568681,0.061237
0.551073,0.321101,0.051077
0.838782,0.587699,0.070281
0.527287,0.596478,0.046465
0.507098,0.475437,0.058699
0.492611,0.703167,0.077304
0.551429,0.656085,0.030723
0.199341,0.587638,0.045898
0.540620,0.578801,0.054323
0.503356,0.602500,0.064297
0.717584,0.705193,0.050554
0.605090,0.448435,0.063327
0.844444,0.603412,0.064333
0.816135,0.603561,0.013154
0.545030,0.588608,0.046294
0.759115,0.580769,0.048716
0.741497,0.568889,0.052865
0.764840,0.297420,0.043456
0.318557,0.446108,0.050543
0.806833,0.584416,0.050226
0.817797,0.592593,0.054756
0.543967,0.614990,0.060941
0.811206,0.585575,0.048653
0.698658,0.300100,0.049810
0.753721,0.604222,0.039830
0.811453,0.580556,0.052134
0.835116,0.562782,0.065161
0.539095,0.638846,0.068566
0.804813,0.580438,0.055447
0.831836,0.601274,0.056302
0.559650,0.576331,0.063249
0.584405,0.303310,0.052879
0.832468,0.576455,0.057261
0.814301,0.600414,0.052819
0.376389,0.731458,0.057211
0.642384,0.372425,0.051012
0.829457,0.585975,0.063658
0.818681,0.564343,0.073463
0.853679,0.567953,0.000977
0.844564,0.557169,0.003247
0.818594,0.556571,0.051559
0.849365,0.578804,0.051888
0.706084,0.557471,0.067382
0.814776,0.573022,0.051121
0.833142,0.591484,0.057057
0.670487,0.609890,0.060078
0.835586,0.555806,0.008352
0.565772,0.563857,0.046138
0.353345,0.753695,0.068357
0.836428,0.581560,0.050741
0.814081,0.600219,0.051829
0.470136,0.498588,0.057067
0.515909,0.471491,0.063359
0.803598,0.557078,0.076183
0.767757,0.299448,0.077633
0.532634,0.590022,0.043929
0.802094,0.554292,0.055416
0.608871,0.629179,0.050077
0.805476,0.558908,0.051739
0.811550,0.605422,0.067638
0.838009,0.556664,0.050149
0.830540,0.574212,0.060264
0.598575,0.594937,0.071632
0.821849,0.569270,0.060359
0.817121,0.599806,0.069027
0.401623,0.732460,0.043963
0.795855,0.289929,0.051541
0.294510,0.488744,0.061639
0.719116,0.270544,0.061787
0.690729,0.589985,0.048730
0.765020,0.580263,0.011008
0.550054,0.593718,0.063133
0.809663,0.589181,0.053584
0.347210,0.785655,0.055306
0.380145,0.469531,0.041812
0.758042,0.602210,0.061756
0.615616,0.620370,0.071268
0.801961,0.603068,0.008975
0.529825,0.586885,0.051534
0.542579,0.599846,0.059968
0.824040,0.603470,0.073589
0.553846,0.573248,0.045577
0.742733,0.715673,0.045797
0.834101,0.563720,0.062035
0.777518,0.602709,0.058891
0.758735,0.591803,0.008369
0.447179,0.510891,0.050436
0.791833,0.588294,0.053005
0.687606,0.719101,0.054033
0.766055,0.603571,0.013192
0.470414,0.654843,0.043836
0.818490,0.597998,0.048602
0.685121,0.236622,0.057518
0.756098,0.604310,0.065513
0.725784,0.621728,0.048294
0.717014,0.558179,0.049158
0.775100,0.599198,0.051251
0.660377,0.572568,0.073519
0.828818,0.582090,0.034882
0.816216,0.596774,0.064118
0.788530,0.576855,0.068872
0.739067,0.584173,0.073366
0.822329,0.578755,0.073567
0.735777,0.596556,0.000395
0.541796,0.565282,0.045642
0.759212,0.593023,0.068785
0.823478,0.563199,0.074522
0.536842,0.596083,0.047767
0.780781,0.603245,0.062299
0.681909,0.595033,0.065323
0.821063,0.583832,0.068919
0.668056,0.610080,0.077363
0.841691,0.574874,0.002205
0.578606,0.663126,0.041177
0.532764,0.694930,0.043601
0.449239,0.406103,0.062057
0.811575,0.590250,0.005877
0.771499,0.598795,0.060729
0.838235,0.566753,0.062412
0.813047,0.574250,0.003943
0.813848,0.578022,0.055457
0.569755,0.619808,0.048437
0.537445,0.312605,0.056517
0.838393,0.592000,0.058995
0.506944,0.770543,0.021073
0.826087,0.574230,0.013075
0.535499,0.633484,0.051696
0.309222,0.154368,0.051859
0.836735,0.560345,0.055167
0.808140,0.587339,0.072478
0.836250,0.576101,0.003971
0.552013,0.613953,0.043377
0.525822,0.563457,0.045864
0.454545,0.717418,0.063891
0.812834,0.566138,0.049585
0.805181,0.564234,0.052841
0.707046,0.560570,0.055054
0.827526,0.600866,0.065620
0.833648,0.582947,0.057985
0.837995,0.556206,0.062950
0.780041,0.606244,0.064537
0.585330,0.676531,0.043967
0.580789,0.562007,0.047900
0.812416,0.584803,0.072814
0.789798,0.580902,0.051943
0.815937,0.569807,0.052503
0.825581,0.562694,0.055175
0.790143,0.590698,0.057010
0.814983,0.595211,0.049872
0.817424,0.577310,0.065589
0.481481,0.381795,0.044292
0.586858,0.267148,0.067319
0.820397,0.572711,0.002187
0.824957,0.565812,0.048870
0.813714,0.561565,0.049762
0.727170,0.681868,0.066964
0.474216,0.436837,0.038597
0.818406,0.599335,0.070780
0.555344,0.586983,0.048745
0.823583,0.577236,0.057668
0.556757,0.541973,0.065539
0.836019,0.578598,0.051278
0.717066,0.533911,0.022494
0.789410,0.291320,0.048012
0.545075,0.578616,0.053994
0.832918,0.558714,0.062894
0.826721,0.574417,0.049130
0.528354,0.651134,0.065288
0.807740,0.585697,0.078669
0.840538,0.590513,0.030255
0.551680,0.542645,0.067912
0.812191,0.588138,0.078186
0.834694,0.591097,0.051402
0.832700,0.602015,0.048780
0.834515,0.579009,0.055849
0.535714,0.249016,0.064816
0.617729,0.376799,0.042617
0.794118,0.564943,0.046548
0.814076,0.588360,0.074300
0.752830,0.599453,0.079464
0.807385,0.559960,0.049614
0.838678,0.569620,0.054852
0.812500,0.602015,0.069256
0.421186,0.229217,0.049663
0.200807,0.223320,0.050656
0.779287,0.561922,0.051435
0.528361,0.580517,0.056180
0.560276,0.604324,0.002355
0.815854,0.589436,0.052680
0.816523,0.585878,0.051732
0.595322,0.596076,0.003948
0.750422,0.603743,0.005670
0.797400,0.579224,0.055438
0.816151,0.589194,0.066791
0.541139,0.551618,0.072618
0.418275,0.670238,0.046293
0.609640,0.563482,0.073473
0.487931,0.521441,0.010662
0.831034,0.561881,0.057783
0.776071,0.638281,0.055028
0.763666,0.337330,0.060015
0.845391,0.559606,0.059499
0.581604,0.593668,0.074961
0.840144,0.558999,0.075834
0.352688,0.745118,0.045033
0.845498,0.583493,0.060238
0.723701,0.584337,0.048773
0.737307,0.589577,0.049745
0.560563,0.544721,0.057296
0.589347,0.606650,0.071561
0.344969,0.343625,0.011325
0.455235,0.270015,0.041438
0.804205,0.578600,0.067803
0.432011,0.406757,0.047483
0.804584,0.640187,0.063225
0.816543,0.556485,0.068318
0.787692,0.521870,0.059950
0.803493,0.342939,0.071472
0.832132,0.603109,0.058270
0.571268,0.631243,0.064800
0.830165,0.566327,0.055473
0.539185,0.589286,0.058498
0.702793,0.557629,0.062401
0.550117,0.278405,0.065564
0.699401,0.278802,0.055177
0.826233,0.603544,0.059160
0.832969,0.563243,0.065706
0.267959,0.233871,0.059545
0.827670,0.556718,0.062408
0.817694,0.579736,0.049264
0.646472,0.608351,0.050919
0.562054,0.572592,0.057949
0.802356,0.588699,0.058771
0.827221,0.586522,0.064966
0.564922,0.592088,0.003608
0.585878,0.360075,0.045096
0.540601,0.582726,0.053464
0.818519,0.590743,0.069900
0.808594,0.582586,0.004151
0.739583,0.591241,0.065792
0.748786,0.580645,0.074412
0.831787,0.584687,0.074884
0.549098,0.592486,0.057750
0.770986,0.592032,0.045904
0.840753,0.575966,0.055276
0.832278,0.590285,0.062468
0.769124,0.560942,0.064691
0.807259,0.592040,0.066160
0.481146,0.455604,0.044160
0.797716,0.584814,0.061013
0.832922,0.570234,0.065515
0.626118,0.562069,0.027660
0.808284,0.589835,0.057697
0.823464,0.567416,0.063317
0.541082,0.580563,0.048492
0.586151,0.618605,0.052251
0.832335,0.597813,0.072617
0.816288,0.556829,0.073242
0.831579,0.609053,0.079949
0.801724,0.601969,0.012813
0.470539,0.449838,0.078435
0.822272,0.558192,0.052337
0.812030,0.301115,0.057589
0.806409,0.578667,0.068158
0.818182,0.569196,0.078388
0.323755,0.339674,0.052601
0.709610,0.593392,0.062659
0.730693,0.579642,0.045728
0.538609,0.558769,0.059076
0.562035,0.637232,0.059462
0.531463,0.545848,0.063105
0.715182,0.605549,0.074665
0.831590,0.598131,0.010309
0.553429,0.606557,0.048349
0.565714,0.593807,0.069577
0.598283,0.580257,0.049678
0.353846,0.708122,0.067374
0.823875,0.574489,0.078807
0.808642,0.605128,0.049105
0.448423,0.735921,0.052865
0.825888,0.579955,0.060978
0.604811,0.555376,0.010027
0.821573,0.590545,0.048637
0.807568,0.580620,0.053790
0.835985,0.570896,0.069053
0.826220,0.589124,0.054994
0.802057,0.575130,0.056410
0.829649,0.592308,0.066212
0.612009,0.421412,0.005344
0.508073,0.404145,0.005470
0.812912,0.581725,0.050410
0.818100,0.575198,0.058765
0.776078,0.574966,0.048305
0.834677,0.562691,0.054444
0.542882,0.592378,0.058364
0.572908,0.680129,0.003212
0.831891,0.567870,0.066125
0.808636,0.571152,0.049475
0.408602,0.372076,0.070006
0.809211,0.588235,0.055033
0.831522,0.588451,0.008356
0.754006,0.610751,0.050236
0.540741,0.579915,0.051609
0.800618,0.591716,0.052276
0.815558,0.607453,0.074906
0.755705,0.711688,0.075359
0.547344,0.596070,0.076876
0.773467,0.621622,0.050213
0.831967,0.584829,0.057680
0.841745,0.567704,0.064825
0.827586,0.578185,0.000874
0.825000,0.585366,0.004745
0.818093,0.582685,0.049129
0.828194,0.586016,0.049929
0.848249,0.574531,0.063194
0.812814,0.581366,0.058744
0.643794,0.220388,0.063618
0.794671,0.325416,0.066280
0.832756,0.571797,0.057536
0.536375,0.557748,0.055264
0.602657,0.587795,0.043419
0.453368,0.375000,0.068658
0.771930,0.602769,0.056773
0.771685,0.573964,0.062907
0.540132,0.278749,0.050354
0.738014,0.514530,0.002365
0.533566,0.586722,0.044278
0.755378,0.245763,0.053454
0.664502,0.365672,0.063537
0.807039,0.570397,0.074789
0.805648,0.592138,0.078816
0.618970,0.534064,0.037557
0.466912,0.332940,0.040949
0.823305,0.607656,0.050055
0.803523,0.575881,0.053516
0.480078,0.572923,0.041376
0.530896,0.601633,0.058753
0.805897,0.602410,0.052408
0.813505,0.597872,0.070939
0.810296,0.577799,0.061393
0.680851,0.564042,0.073497
0.542714,0.560062,0.044565
0.797787,0.564612,0.047890
0.478299,0.320000,0.000943
0.836825,0.588559,0.050183
0.828142,0.555426,0.063942
0.791966,0.598870,0.075261
0.497130,0.582514,0.055424
0.446809,0.252930,0.079884
0.531882,0.581222,0.044844
0.820000,0.569709,0.053417
0.258590,0.655052,0.063629
0.753098,0.589888,0.067601
0.775316,0.594427,0.066001
0.553306,0.554172,0.077015
0.535930,0.598991,0.055190
0.551559,0.589367,0.069955
0.487512,0.725346,0.072370
0.802949,0.574555,0.078602
0.529297,0.590715,0.034585
0.841362,0.559738,0.056509
0.721591,0.564748,0.017520
0.732836,0.516887,0.054866
0.817573,0.588870,0.006670
0.818066,0.576441,0.068450
0.818063,0.568449,0.007859
0.715360,0.600840,0.041231
0.509240,0.594050,0.049438
0.822978,0.569106,0.050456
0.683190,0.341693,0.057333
0.549495,0.555992,0.061403
0.384615,0.487859,0.034511
0.686010,0.772016,0.058463
0.547337,0.328467,0.049696
0.839904,0.579587,0.062838
0.715805,0.598227,0.006667
0.465517,0.704529,0.013845
0.829146,0.569641,0.054517
0.710843,0.594417,0.063955
0.808955,0.585054,0.076431
0.575926,0.592793,0.079277
0.598930,0.636516,0.007996
0.797637,0.589781,0.068944
0.436640,0.624410,0.051147
0.558891,0.254545,0.062808
0.565160,0.604298,0.048256
0.860465,0.587368,0.058151
0.386087,0.718799,0.049314
0.801124,0.585859,0.050382
0.358939,0.578165,0.052686
0.694915,0.572200,0.059089
0.204030,0.694162,0.004434
0.376147,0.722011,0.047166
0.813642,0.566176,0.061613
0.822976,0.595865,0.052938
0.567843,0.636480,0.049510
0.793436,0.563603,0.051360
0.482972,0.509197,0.077362
0.813174,0.552058,0.051431
0.825068,0.592426,0.052934
0.405780,0.611050,0.066429
0.540254,0.636092,0.057811
0.783898,0.549237,0.052182
0.730655,0.497487,0.057223
0.825160,0.575240,0.062525
0.832264,0.600368,0.064121
0.817175,0.611961,0.058919
0.829897,0.596649,0.054756
0.819055,0.551891,0.057872
0.799753,0.605072,0.059648
0.778976,0.615385,0.060114
0.732995,0.581712,0.056830
0.754074,0.604212,0.053802
0.746530,0.597143,0.066609
0.810737,0.565766,0.054711
0.754325,0.540000,0.051571
0.795283,0.564127,0.056829
